vint_moyy,fico_bkt,fico_bkt_coupon
202002,740+,0.08172502923976607
202002,<540,0.20652842151817305
202003,540-580,0.18372050796626055
202003,580-620,0.1698113881820752
202003,620-660,0.15645620011911854
202003,660-700,0.1463885666023166
202003,700-740,0.1387484052532833
202003,740+,0.09242738225629792
202003,<540,0.2071143848655509
202004,540-580,0.1925499850591886
202004,580-620,0.17829624114285714
202004,620-660,0.16465948504983388
202004,660-700,0.15125407771765864
202004,700-740,0.13954370406189553
202004,740+,0.10236374701670645
202004,<540,0.21284199410930513
202005,540-580,0.19033271641399227
202005,580-620,0.1769116388308977
202005,620-660,0.16423849218125786
202005,660-700,0.14730620927936822
202005,700-740,0.12465992937266306
202005,740+,0.05133982912723449
202005,<540,0.21307135388575632
202006,540-580,0.1893327395715896
202006,580-620,0.1754921727467811
202006,620-660,0.16550867108117365
202006,660-700,0.15294178821178822
202006,700-740,0.12771276292335115
202006,740+,0.06341550272232305
202006,<540,0.21339699460356995
202007,540-580,0.18872916666666664
202007,580-620,0.1748783720794733
202007,620-660,0.1568965619581846
202007,660-700,0.14211969444444444
202007,700-740,0.12256428760476402
202007,740+,0.05894827243589744
202007,<540,0.21216243983010855
202008,540-580,0.18759135162666327
202008,580-620,0.17366864303616183
202008,620-660,0.154362959
202008,660-700,0.14070200655584172
202008,700-740,0.1199249712007089
202008,740+,0.0625918095957688
202008,<540,0.21060396861246236
202009,540-580,0.18474882154436578
202009,580-620,0.1694205380096551
202009,620-660,0.15129342994684586
202009,660-700,0.13744745379876797
202009,700-740,0.12184230144404333
202009,740+,0.06717790965092403
202009,<540,0.20752555930930933
202010,540-580,0.18823629123468427
202010,580-620,0.1723801147284959
202010,620-660,0.1539854904513889
202010,660-700,0.14158180005180004
202010,700-740,0.12950908461947844
202010,740+,0.08335007172743575
202010,<540,0.20802900304692262
202011,540-580,0.18736894001904159
202011,580-620,0.17231105308403183
202011,620-660,0.15373608632714833
202011,660-700,0.14345528944020358
202011,700-740,0.12881985094850948
202011,740+,0.08448360264900662
